Star Name,Size (in miles),Type (OBAFGKM Scale),Luminosity (Absolute Magnitude),Color,Composition,Image
54    Leo,--,A1,4.32,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\54____Leo.jpg
54    Leo,--,A1,4.32,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\54____Leo.jpg
55    Leo,--,F3/5V,5.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\55____Leo.jpg
56    Leo,--,M5.5III:,5.78,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\56____Leo.jpg
50    LMi,--,K0,6.354,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\50____LMi.jpg
Iot Ant,--,K0III,4.6,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Ant.jpg
47    UMa,0.76,G1-VFe-0.5,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\47____UMa.jpg
49    UMa,--,F0Vs,5.062,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\49____UMa.jpg
58    Leo,--,K0.5IIIFe-0.5,4.838,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\58____Leo.jpg
59    Leo,--,A5III,4.977,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____Leo.jpg
61    Leo,--,M0III,4.75,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\61____Leo.jpg
60    Leo,--,kA1VmA3V,4.398,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\60____Leo.jpg
62    Leo,--,K2III,5.927,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\62____Leo.jpg
51    UMa,--,A3Vp,6.02,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\51____UMa.jpg
Eta Oct,--,A1V,6.185,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eta_Oct.jpg
65    Leo,--,K0III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____Leo.jpg
64    Leo,--,A5m,6.468,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Leo.jpg
67    Leo,--,A0IV,5.698,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\67____Leo.jpg
Psi Crt,--,A0V,6.105,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Psi_Crt.jpg
69    Leo,--,A0V,5.404,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\69____Leo.jpg
72    Leo,272000000.0,M3IIb:,4.63,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\72____Leo.jpg
73    Leo,--,K2III,5.32,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\73____Leo.jpg
75    Leo,--,M0III,5.18,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\75____Leo.jpg
55    UMa,--,A2V,4.8,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\55____UMa.jpg
76    Leo,--,K0III,5.904,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\76____Leo.jpg
Pi  Cen,--,B5Vn,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Pi__Cen.jpg
56    UMa,--,G8IIIa,5.03,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\56____UMa.jpg
79    Leo,--,G8III-IIIb,5.386,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\79____Leo.jpg
81    Leo,--,F2V,5.572,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\81____Leo.jpg
80    Leo,--,F2IVnn,6.354,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\80____Leo.jpg
83    Leo,--,,6.16,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\83____Leo.jpg
57    UMa,--,A2V,5.354,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\57____UMa.jpg
85    Leo,--,K4III,5.734,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\85____Leo.jpg
58    UMa,--,F4V,5.942,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\58____UMa.jpg
87    Leo,--,K3+IIIFe-0.5,4.77,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\87____Leo.jpg
86    Leo,--,K0III,5.549,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\86____Leo.jpg
88    Leo,--,F9.5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\88____Leo.jpg
Xi  Hya,--,G7IIIb,3.54,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Xi__Hya.jpg
89    Leo,--,F5.5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\89____Leo.jpg
90    Leo,--,B6.6(IV)+B3.7(V),5.94,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\90____Leo.jpg
2    Dra,--,K0III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____Dra.jpg
Lam Cen,--,B9III,3.14,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Lam_Cen.jpg
59    UMa,--,F2V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____UMa.jpg
Pi  Cha,2710000.0,A9IV,5.637,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Pi__Cha.jpg
60    UMa,--,F5IIIs,6.076,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\60____UMa.jpg
Omi Hya,--,B9V,4.7,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Omi_Hya.jpg
92    Leo,--,K1III,5.255,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\92____Leo.jpg
61    UMa,--,G8V,5.34,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\61____UMa.jpg
62    UMa,--,F5,5.75,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\62____UMa.jpg
3    Dra,--,K3III,5.308,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Dra.jpg
Lam Mus,--,A7V,3.65,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Lam_Mus.jpg
93    Leo,--,F8III+A6III,4.52,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\93____Leo.jpg
4    Vir,--,A1V,5.316,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Vir.jpg
Mu  Mus,--,Se,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Mu__Mus.jpg
Bet Hya,5480000.0,kB8hB8HeA0VSi,4.28,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Hya.jpg
6    Vir,--,K0III:,5.569,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Vir.jpg
65    UMa,--,hA5VkA2mA3,6.67,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____UMa.jpg
65    UMa,--,hA5VkA2mA3,6.67,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____UMa.jpg
95    Leo,--,A3V,5.522,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\95____Leo.jpg
66    UMa,--,K1III,5.824,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____UMa.jpg
Eps Cha,--,B9V(n),Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_Cha.jpg
7    Vir,--,A0V,5.345,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Vir.jpg
67    UMa,--,F0Vam,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\67____UMa.jpg
2    Com,--,F0IV-V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____Com.jpg
Kap Cha,--,K4III,5.024,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Cha.jpg
Eta Cru,--,F2V,4.136,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eta_Cru.jpg
Del Cen,--,B2Vne,2.52,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Cen.jpg
10    Vir,10900000.0,K0/1III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Vir.jpg
11    Vir,--,kF0hF0mF5II-III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Vir.jpg
3    Com,--,A4V,6.387,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Com.jpg
3    Crv,--,A1V,5.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____Crv.jpg
Rho Cen,--,B3V,3.96,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Rho_Cen.jpg
4    Com,--,K5III,5.62,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Com.jpg
68    UMa,--,K5III,6.31,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\68____UMa.jpg
5    Com,--,G8+IIICH0.5,5.55,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Com.jpg
12    Vir,--,kA3hF2mF2,5.829,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Vir.jpg
Del Cru,--,B2IV,2.752,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Cru.jpg
6    Com,--,A3V,5.09,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Com.jpg
2    CVn,--,M0.5III,5.66,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\2____CVn.jpg
7    Com,15300000.0,G8III-IIIb,4.86,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Com.jpg
Eps Mus,--,M4III,4.02,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_Mus.jpg
Bet Cha,--,B4V,4.229,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Cha.jpg
Zet Cru,--,B2/3V,4.05,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_Cru.jpg
13    Vir,--,A5IV/V,5.897,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Vir.jpg
8    Com,--,kA7hF2mF3,6.22,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Com.jpg
9    Com,--,F8Va,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____Com.jpg
3    CVn,--,M0III,5.29,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\3____CVn.jpg
16    Vir,--,K0.5IIIbFe-0.5,4.96,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Vir.jpg
11    Com,21600000.0,G8+IIIFe-1,4.74,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Com.jpg
Eps Cru,--,K3III,3.57,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_Cru.jpg
70    UMa,--,K5III,5.524,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\70____UMa.jpg
12    Com,--,F6III+A3V,4.81,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Com.jpg
17    Vir,--,F8V,6.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Vir.jpg
6    Crv,--,K1III,5.658,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Crv.jpg
4    CVn,--,F3III-IV,6.022,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____CVn.jpg
5    CVn,--,G7IIIBa0.3,4.761,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____CVn.jpg
13    Com,--,A3V,5.18,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Com.jpg
71    UMa,--,M3III,5.81,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\71____UMa.jpg
6    CVn,--,G9III,5.01,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____CVn.jpg
14    Com,--,F1IV:npS_sh,4.95,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Com.jpg
16    Com,--,A4V,4.959,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Com.jpg
Sig Cen,--,B2V,3.91,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Sig_Cen.jpg
73    UMa,--,M2III,5.7,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\73____UMa.jpg
17    Com,3380000.0,B9VCrEu,5.236,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Com.jpg
18    Com,--,F5IV,5.468,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\18____Com.jpg
20    Com,--,A3V,5.679,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Com.jpg
74    UMa,--,A8V,5.347,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\74____UMa.jpg
7    CVn,--,F7V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____CVn.jpg
75    UMa,--,G8III-IV,6.065,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\75____UMa.jpg
Gam Cru,--,M3.5III,1.64,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Cru.jpg
Gam Cru,--,M3.5III,1.64,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Cru.jpg
4    Dra,154000000.0,M3+IIIa,4.95,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Dra.jpg
21    Com,4150000.0,A2pv,5.436,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Com.jpg
Gam Mus,5900000.0,B5V+A:,3.88,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Mus.jpg
20    Vir,--,G8III,6.28,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Vir.jpg
22    Com,--,A4Vm,6.243,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\22____Com.jpg
21    Vir,--,B9V,5.48,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Vir.jpg
23    Com,--,A0mA1IV,4.773,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\23____Com.jpg
24    Com,--,K0II-III,5.02,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Com.jpg
24    Com,--,K0II-III,5.02,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Com.jpg
6    Dra,--,K2.5IIIFe-2,4.946,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Dra.jpg
Alp Mus,--,B2IV,2.649,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Alp_Mus.jpg
25    Vir,--,A3V,5.88,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Vir.jpg
25    Com,--,K4III,5.66,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Com.jpg
Tau Cen,--,A1IVnn,3.86,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Tau_Cen.jpg
9    CVn,--,A6Vp_lB,6.352,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____CVn.jpg
26    Com,--,G9IIIb,5.49,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\26____Com.jpg
Gam Cen,--,A1IV+A0IV,2.17,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Cen.jpg
27    Vir,--,A6Vp,6.215,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\27____Vir.jpg
31    Vir,--,A2V,5.573,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\31____Vir.jpg
76    UMa,--,A2III,6.02,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\76____UMa.jpg
Iot Cru,--,K0III,4.686,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Cru.jpg
Bet Mus,--,B2V+B3V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Mus.jpg
10    CVn,--,F9V_Fe-0.3,5.95,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____CVn.jpg
32    Vir,--,F0IIIm,5.207,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Vir.jpg
33    Vir,--,G9,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\33____Vir.jpg
27    Com,--,K4III,5.12,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\27____Com.jpg
Bet Cru,--,B1IV,1.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Cru.jpg
34    Vir,--,A4V(n),6.09,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\34____Vir.jpg
35    Vir,--,M0/1III,6.41,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\35____Vir.jpg
28    Com,--,A1V,6.56,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\28____Com.jpg
7    Dra,--,K5III,5.423,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Dra.jpg
29    Com,--,A1V,5.681,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\29____Com.jpg
11    CVn,--,kA6hA7VmF3,6.245,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____CVn.jpg
30    Com,--,A1Van,5.78,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Com.jpg
Iot Oct,--,K0III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Oct.jpg
37    Vir,--,K2III,6.003,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\37____Vir.jpg
31    Com,--,G0IIIp,4.94,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\31____Com.jpg
32    Com,--,M4,6.28,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Com.jpg
Kap Cru,--,B5I,5.94,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Cru.jpg
38    Vir,--,F6V,6.11,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\38____Vir.jpg
35    Com,--,G7III+F:,4.91,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\35____Com.jpg
Lam Cru,--,B3Vne,4.602,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Lam_Cru.jpg
41    Vir,--,kA7hF0mF0(V),6.241,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\41____Vir.jpg
8    Dra,--,F3IV,5.225,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Dra.jpg
36    Com,--,M0.5III,5.0,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Com.jpg
44    Vir,--,A3III,5.791,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\44____Vir.jpg
Del Mus,--,K2III,3.61,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Mus.jpg
37    Com,--,G9IIICH-2CN-1,4.88,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\37____Com.jpg
46    Vir,--,K1III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\46____Vir.jpg
9    Dra,--,K0III,5.368,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____Dra.jpg
38    Com,--,G9III,5.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\38____Com.jpg
78    UMa,--,F2V,4.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\78____UMa.jpg
48    Vir,--,A9IV,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\48____Vir.jpg
14    CVn,--,B9V,5.195,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____CVn.jpg
